Name,Age,Info
Aba Dunner,73,German-born Jewish religious activist
Abdul Fatah Younis,67,"Libyan rebel leader and government official, former Interior Minister, shot"
Abdurehim Haji Amin,68,Chinese politician
Adolfo Sánchez Vázquez,95,"Spanish-born Mexican philosopher, writer and educator"
Aftab Ahmad Khan,87,"Pakistani military officer, heart attack"
Agapito Lozada,72,Filipino Olympic swimmer
Agnes Varis,81,"American philanthropist, cancer"
Agota Kristof,75,Hungarian-born French novelist
Ahmed Omaid Khpalwak,25,"Afghan journalist (BBC News), explosion"
Ahmed Wali Karzai,50,"Afghan politician, brother of President Hamid Karzai, shot"
Ahmed al-Gaddafi al-Qahsi,41,"Libyan Army colonel, cousin and son-in-law of Muammar Gaddafi, air strike"
Ajit Das Gupta,86,Indian cricketer
Al Debbo,87,South African comedian
Albert Driedger,75,"Canadian politician, stroke"
Albin Małysiak,94,"Polish Roman Catholic prelate, auxiliary bishop of Kraków (1970–1993)"
Aleksis Dreimanis,96,Latvian-born Canadian geologist
Alex Adams,76,American basketball coach
Alex Hay,78,British golf journalist
Alex Steinweiss,94,"American graphic designer, inventor of the album cover"
Ali Bahar,50,"Bahraini singer, guitarist and organ player, kidney failure"
Allan Jeans,77,"Australian football player and coach, pulmonary fibrosis"
Allan W. Eckert,80,American historian
Amelia Trice,75,"American Kootenai tribal leader and activist, leader of the last Indian war against the United States, cancer"
Amy Winehouse,27,"British singer-songwriter (""Rehab"", ""Stronger Than Me"", ""Take the Box""), accidental alcohol poisoning"
Andrea Pazzagli,51,"Italian footballer (A.C. Milan), stroke"
Andreas Ioannides,53,"Cypriot navy chief, explosion"
Andreas Waldherr,43,"Austrian rally driver, crushed under car"
Andrew Grant DeYoung,37,"American convicted murderer, executed by lethal injection"
Andy Barker,87,American philanthropist
Anna Massey,73,"British actress (Frenzy, Hotel du Lac), cancer"
Anne Garber,64,"Canadian journalist and writer, cancer"
Anne LaBastille,75,American author and ecologist
Anthony Aikman,69,British screenwriter and film director
Antonio Prieto,85,"Chilean singer and actor, cardiac arrest"
Arild Braastad,64,Norwegian diplomat
Armando Martín Borque,90,Spanish entrepreneur
Armen Gilliam,47,"American basketball player (Phoenix Suns, New Jersey Nets, Milwaukee Bucks), heart attack"
Arthur W. Murray,92,"American test pilot, Alzheimer's disease"
Arvo Salo,79,"Finnish writer and politician, MP (1966–1970, 1979–1983) and Minister of Culture (1982–1983)"
Ashleigh Connor,21,"Australian soccer player, car accident"
Bagley Wright,87,American developer and philanthropist
Bakır Çağlar,69,"Turkish jurist, lawyer and constitutional law professor, bleeding stomach"
Bejaratana,85,"Thai royal, only daughter of King Vajiravudh of Thailand"
Bertalan Bicskei,66,Hungarian footballer and coach
Betty Ford,93,American First Lady (1974–1977) and co-founder of Betty Ford Center
Bill Boddy,98,British motor sport journalist
Bill Morrissey,59,American singer-songwriter
Billy Hardee,56,"American football player (Denver Broncos, Ottawa Rough Riders), motorcycle accident"
Binka Zhelyazkova,88,Bulgarian director
Blair,43,American poet
Blaize Clement,78,"American mystery writer and psychologist, cancer"
Bob Fraser,66,"American actor, producer and writer, melanoma"
Bob McCann,47,"American basketball player (Minnesota Timberwolves, Washington Bullets), heart failure"
Bob Peterson,79,"American basketball player (New York Knicks, Baltimore Bullets, Milwaukee Hawks), cancer"
Bob Stenehjem,59,"American politician, member of the North Dakota Senate (since 1993), majority leader (since 2001), car accident"
Bobby Franklin,54,"American politician, member of the Georgia House of Representatives (since 1997), apparent heart attack"
Bolesław Gładych,93,Polish World War II flying ace
Brendan Kehoe,40,"Irish software developer and author, acute myeloid leukemia"
Brian O'Leary,71,"American scientist and NASA astronaut, cancer"
Bruce Sundlun,91,"American politician, Governor of Rhode Island (1991–1995)"
Bud Grant,79,"American television executive, president of CBS (1980–1987)"
Butch Lewis,65,"American boxing promoter, heart attack"
Bébé Manga,60,"Cameroonian singer, cardiac arrest"
Camille Lembi Zaneli,61,"Congolese Roman Catholic prelate, Bishop of Isangi (since 2000), plane crash"
Carl Steven,36,"American actor (Star Trek III: The Search for Spock, Honey, I Shrunk the Kids, A Pup Named Scooby-Doo), heroin overdose"
Carl T. Langford,92,"American politician, Mayor of Orlando, Florida (1967–1980)"
Cec Thompson,85,British rugby league player
Cees de Wolf,65,Dutch footballer (Ajax Amsterdam)
Cesare Mazzolari,74,"Italian-born South Sudanese Roman Catholic prelate, Bishop of Rumbek (since 1998)"
Charles Asa Schleck,86,"American Roman Catholic prelate, titular archbishop and under-secretary of the Congregation for the Evangelization of Peoples (1995–2000)"
Charles Gittens,82,"American Secret Service agent, first black appointed to that position"
Charles Manatt,75,"American lawyer and banker, Chair of Democratic National Committee (1981–1985), Ambassador to Dominican Republic (1999–2001), stroke"
Charlie Craig,73,"American songwriter (""She's Single Again"", ""The Generation Gap""), lung cancer"
Charlie Woollett,90,English footballer (Bradford City)
Chaturanan Mishra,86,"Indian politician and trade union leader, long illness"
Christopher Mayer,57,"American actor (The Dukes of Hazzard, Santa Barbara, Liar Liar)"
Christopher Walkden,73,British Olympic swimmer
Claude Laydu,84,"Belgian actor, heart condition"
Clifton Hurburgh,94,Australian cricketer
Clyde Duncan,57,"Guyanese West Indian cricket umpire, cancer"
Clyde Holding,80,"Australian politician, federal minister (1984–1990)"
Clément Cailleau,88,"French-born Senegalese Roman Catholic prelate, Prefect of Tambacounda (1970–1986)"
Conrad Meyer,89,"British Anglican prelate, Bishop of Dorchester (1979–1988)"
Cornell MacNeil,88,American operatic baritone
