Name,Age,Info
Abdallah Isaaq Deerow,56,"Somali politician, Constitution and Federalism Minister of Somalia, assassination by gunshot"
Abdel Moneim Madbouly,84,"Egyptian comedian and playwright, congestive heart failure"
Ahmad Nadeem Qasimi,89,"Pakistani Urdu poet, writer, critic and journalist who published 50 books"
Akbar Mohammadi,37,"Iranian student dissident, heart attack following a hunger strike and torture"
Al Balding,82,"Canadian golfer, cancer"
Al Hodge,55,"English Cornish rock guitarist and songwriter, cancer"
Alan Senitt,27,"British political activist, stabbed"
Aldo Notari,74,Italian president of the International Baseball Federation
Aleksander Wojtkiewicz,43,"Polish International Grandmaster of chess, perforated intestine and bleeding"
Alexander Petrenko,30,"Russian international basketballer, traffic collision"
Alexandru Șafran,95,"Romanian and Swiss rabbi, Chief Rabbi of Romania who tried to stop the deportation of Jews by the pro-Nazi regime during World War II"
Alireza Shapour Shahbazi,63,"Iranian archaeologist, stomach cancer"
Amzie Strickland,87,American actress
Ana María Campoy,80,"Argentine actress, pneumonia"
Anatole Shub,78,American journalist and author on Russia. Complications of pneumonia and a stroke
Andrew Sudduth,44,"American rower who won an Olympic silver medal, pancreatic cancer"
Andrée Ruellan,101,American painter
Anthony Cave Brown,77,English historian of espionage
Anthony Galla-Rini,102,"American concert accordionist, heart failure"
Balázs Horváth,64,"Hungarian politician, former Interior Minister, lung cancer"
Barbara Albright,51,"American author of food and knitting books, brain tumor"
Barbara Liebrich,83,American baseball player (AAGPBL)
Barnard Hughes,90,"American actor (Tron, Doc Hollywood, The Lost Boys), Tony winner (1978)"
Benjamin Hendrickson,55,"American actor (As the World Turns), suicide by gunshot"
Bert Slater,70,Scottish footballer
Besby Holmes,88,"US Air Force fighter pilot, participant in air action that killed Admiral Yamamoto"
Bill Long,88,Canadian ice hockey coach
Bill Miller,91,"American pianist for Frank Sinatra, heart attack"
Billy Walsh,85,"Irish Manchester City footballer & Grimsby Town manager, who played international football for both Ireland teams, the FAI XI and the IFA XI, and New Zealand"
Bob Simpson,61,British retired senior BBC correspondent
Brandon Hedrick,27,"American convicted murderer and rapist, execution by electric chair"
Bronwyn Oliver,47,"Australian sculptor, suicide"
Carl Brashear,75,"American first black US Navy diver, portrayed by Cuba Gooding Jr. in the film Men of Honor, heart failure"
Carlos Roque,70,Portuguese comic book artist
Carrie Nye,69,"American actress (Half a Sixpence, Guiding Light, Creepshow), lung cancer"
Catherine Leroy,60,"French photojournalist known for her coverage of the Vietnam War in Life, lung cancer"
Cecilia Cole,86,"Gambian politician, old age"
Charles Bettelheim,92,French Marxist economist and historian
Charles Knox Robinson III,74,"American actor, from complications of Parkinson's disease"
Chris Drake,82,American actor
Dame Mildred Riddelsdell,92,British civil servant
Darrell Martinie,63,"American astrologer known as ""the Cosmic Muffin"", cancer"
David Bright,49,"American researcher into underwater exploration and shipwrecks, cardiac arrest stemming from decompression sickness"
David Gemmell,57,British fantasy novelist
David Maloney,72,British television director and producer for Doctor Who and Blake's 7
Derrick O'Brien,31,"American convicted murderer, execution by lethal injection"
Destiny Norton,5,"American child, murdered"
Dick Dickey,79,American basketball player with the Boston Celtics and North Carolina State University
Dika Newlin,82,"American musician and musicologist, scholar of Arnold Schoenberg"
Dina Kaminskaya,87,Russian lawyer who defended Soviet dissidents
Don Lusher,82,British jazz trombonist and band leader
Donald Reid Cabral,83,"Dominican politician and lawyer, foreign minister of the Dominican Republic"
Dorothea Church,83,"African-American model, first successful black model in Paris"
Dorothy Hayden Truscott,80,"American world champion bridge player and author, complications of Parkinson's Disease"
Dorothy Uhnak,76,American policewoman turned novelist
Dugald Christie,65,"Canadian lawyer who fought for equitable access to legal services, traffic collision"
Duygu Asena,60,"Turkish writer and civil-rights advocate, brain tumour"
E. S. Turner,96,English historian and journalist
Edwin Broderick,89,"American Roman Catholic Bishop of Albany, New York, and director of Catholic Relief Services"
Elias Hrawi,79,"Lebanese politician, President of Lebanon (1989–98), cancer"
Elisabeth Volkmann,70,"German actress, German voice of Marge Simpson"
Eric Bedford,78,"Australian politician, member of the Wran Government ministry 1976–1985 in New South Wales"
Eric Schopler,79,"German-born American psychologist known for his pioneering work in autism treatment, cancer"
Eugene Kurtz,82,American composer
Ezra Fleischer,78,"Romanian-born Israeli poet, winner of the Israel Prize, and professor at Hebrew University"
Floyd Dixon,77,"American R&B pianist, kidney failure"
Fortunato Libanori,72,Italian Grand Prix motorcycle road racer
Francis Cammaerts,90,"British Special Operations Executive (SOE) agent, led 30,000 French Resistance fighters"
Francis Rose,84,British botanist
Franco Belgiorno-Nettis,91,"Australian industrialist and patron of the arts, founder of Transfield Holdings, Australia's largest engineering and construction firm, fall"
Frank Nabarro,90,English-born South African physicist who was a pioneer of solid state physics
Frank P. Zeidler,93,"American politician, Mayor of Milwaukee (1948–1960) and last Socialist Party of America mayor of a major city"
Fred Epstein,68,"American pediatric neurosurgeon who developed new ways of operating on tumors, melanoma"
Fred Trueman,75,"English and Yorkshire cricketer, lung cancer"
Fred Wander,89,Austrian author and Holocaust survivor
