Name,Age,Info
Abe Saffron,86,Australian nightclub owner and property developer
Adam Curle,90,British academic and peace activist
Adolf H. Lundin,73,"Swedish oil and mining entrepreneur, leukemia"
Agha Shahi,86,"Pakistani diplomat and foreign minister, heart attack"
Al Casey,89,American rock and country music guitarist
Aladár Pege,67,Hungarian jazz musician
Alan Fletcher,75,British graphic designer
Andrey Kozlov,41,"Russian First Deputy Chairman of the Central Bank of Russia, shot"
András Sütő,79,"Romanian writer of Hungarian descent, melanoma"
André Schwarz-Bart,78,French novelist
Anil Kumar Dutta,73,"Indian artist, founder of Academy of Creative Art"
Ann Richards,73,"American Governor of Texas (1991–1995), esophageal cancer"
Anne Gregg,66,"British television presenter (Holiday), cancer"
Annemarie Wendl,91,"German actress, heart failure"
Anthony Poon,61,"Singaporean abstract artist, lung cancer"
Armin Jordan,74,Swiss conductor
Arthur Marwick,70,"British historian, first professor of history at the Open University"
Astrid Varnay,88,American soprano
Ben Heppner,63,"Canadian politician, bone cancer"
Bennie Smith,72,"American blues guitarist, heart attack"
Bert James,92,"Australian politician, MP for Hunter (1960–1980)"
Beth Levine,91,American shoe designer
Bill Saul,65,"American football player (Pittsburgh Steelers), cancer"
Billy Mauch,85,American child actor and sound editor
Bob Mathias,75,"American decathlete, twice Olympic gold medalist, United States Representative, cancer"
Bob O'Connor,61,"American Mayor of Pittsburgh, Pennsylvania, brain cancer"
Boz Burrell,60,"British bassist and vocalist (Bad Company, King Crimson), heart attack"
Brian Biggins,66,English football player (Chester City)
Byron Nelson,94,American professional golfer
Carla Benschop,56,Dutch basketball player
Cesare Barbetti,75,Italian actor and voice actor
Charles L. Grant,64,"American horror and science fiction author, heart attack"
Charles Larson,86,American television writer and Emmy Award-nominated producer (The F.B.I.)
Charles Rees,78,British chemist
Charlie Williams,77,"British comedian and footballer (Doncaster Rovers), Parkinson's disease"
Christopher Essex,61,"Australian fashion designer, cancer"
Clair Burgener,84,"American Representative for California (1973–1983), complications from Alzheimer's disease"
Clarence Hill,48,"American convicted murderer, executed by lethal injection"
Clem Coetzee,67,"Zimbabwean conservationist, heart attack"
Clermont Pépin,80,"Canadian composer, liver cancer"
Clive Lythgoe,79,British pianist
Colin Thiele,85,"Australian children's author, heart failure"
