Name,Age,Info
Aaron Spelling,83,"American television producer (Charlie's Angels, Starsky and Hutch, Beverly Hills, 90210), complications of stroke"
Abdul Latif Sharif,59,"Egyptian chemist, suspect in the femicides in Ciudad Juárez, Mexico, officially of natural causes, rumored poisoning"
Abouna Matta El Meskeen,87,"Egyptian Coptic Orthodox monk, Spiritual Father of St. Macarius' Monastery in the Wilderness of Scetis, Egypt"
Abu Musab al-Zarqawi,39,"Jordanian leader of Al-Qaeda in Iraq, US military strike"
Akbar Hossain,65,"Bangladeshi Minister for Shipping and hero of 1971 Bangladesh Liberation War, heart attack"
Alec Bregonzi,76,British actor
Allan Prior,84,"British television scriptwriter (Z-Cars, Howards' Way, The Charmer), father of folk singer Maddy Prior"
"Andrew William ""Nicky"" Barr",90,Australian rugby union player and World War II fighter pilot
Anna Lee Aldred,85,"American jockey and first woman in US to receive a jockey's licence, member of the National Cowgirl Hall of Fame"
Anthony Marreco,90,"British barrister, junior Counsel at the Nuremberg Trials and founding member of Amnesty International"
Arif Mardin,74,"Turkish-American Grammy Award winning music producer, pancreatic cancer"
Arnold Newman,88,"American photographer who pioneered ""environmental portraiture"""
Arthur Franz,86,"American character actor (Sands of Iwo Jima, Invaders from Mars), emphysema and heart disease"
Arthur Malvin,83,"American Emmy award-winning composer and lyricist, after a long illness"
Arthur Yap,64,"Singaporean poet, artist, and lecturer, English Department, University of Singapore, throat cancer"
Back Alley John,51,Canadian musician
Barbara Epstein,76,"American literary editor, co-founder of the New York Review of Books, lung cancer"
Basil O'Ferrall,81,"Irish Anglican priest, Dean of Jersey (1985–1993)"
Bernard Loomis,82,"American toymaker responsible for Strawberry Shortcake and Star Wars action figures, heart disease"
Betty Curtis,70,"Italian singer, winner of Sanremo Music Festival in 1961 with Luciano Tajoli"
Bill Daniel,90,"American politician, former Governor of Guam"
Bill Fleming,92,American MLB pitcher for the Boston Red Sox and Chicago Cubs
Billy Johnson,87,"American professional baseball player, former New York Yankee and All-Star third baseman, cause not given"
