Name,Age,Info
Abd-Al-Minaam Khaleel,100,Egyptian military officer
Abdelilah Mohammed Hassan,88,"Iraqi football manager (Al-Quwa Al-Jawiya, Al-Talaba, national team)"
Abdul Kahar Othman,68,"Singaporean drug trafficker, execution by hanging"
Abdullah Al-Nibari,85,"Kuwaiti politician, MP (1971–1976, 1992–1999)"
Abhishek Chatterjee,57,"Indian actor (Dahan, Bariwali, Alo), heart attack"
Abune Merkorios,83,"Ethiopian Orthodox prelate, patriarch of the Ethiopian Orthodox Tewahedo Church (1988–1991, since 2018)"
Ad Havermans,87,"Dutch politician, mayor of The Hague (1985–1996)"
Adam Odzimek,77,"Polish Roman Catholic prelate, auxiliary bishop of Sandomierz (1985–1992) and Radom (1992–2019)"
Adam Shakoor,74,"American lawyer, jurist and activist"
Adebiyi Daramola,64,Nigerian academic
Adriana Hoffmann,82,"Chilean botanist, environmentalist, and author"
Adrienne L. Kaeppler,86,American anthropologist and author
Agostino Cacciavillan,95,"Italian Roman Catholic cardinal, president of the Administration of the Patrimony of the Apostolic See (1998–2002)"
Ahmad Muhammad Al-Khatib,95,"Kuwaiti doctor and politician, MP (1963–1965, 1971–1976, 1985–1996)"
Aijaz Ahmad,81,Indian-born American Marxist philosopher
Aimé Mignot,89,"French football player (Lyon) and manager (Angers, Alès), peritonitis"
Ajdar Ismailov,83,"Azerbaijani philologist, co-founder of New Azerbaijan Party"
Akira Takarada,87,"Japanese actor (Godzilla, Life of an Expert Swordsman, A-Ge-Man: Tales of a Golden Geisha)"
Alain Krivine,80,"French politician, MEP (1999–2004)"
Alan Hopgood,87,"Australian actor (Bellbird, Prisoner, Neighbours), producer, and writer, prostate cancer"
Alan J. Faller,93,American meteorologist and oceanographer
Alan Ladd Jr.,84,"American film producer (Braveheart, Gone Baby Gone) and studio executive (20th Century Fox), Oscar winner (1996), kidney failure"
Alan Palmer,95,British author
Alan R. Drengson,87,Canadian philosopher
Alan Rees,84,Welsh rugby player (national team) and cricketer (Glamorgan)
Alan Wooler,68,"English football player (Aldershot, FinnPa, Boston Minutemen) and manager"
Albert Kresch,99,American painter
Albert Pobor,65,"Croatian football manager (Hrvatski Dragovoljac, Vrbovec, Brežice 1919)"
Aleksei Bakharev,45,"Russian-Ukrainian footballer (Lada-Tolyatti, Rotor Volgograd, Shakhtar Donetsk)"
Alevtina Kolchina,91,"Russian cross-country skier, Olympic champion (1964)"
Alex MacLellan,91,Canadian ice hockey player (Michigan Wolverines)
Alexandra Zabelina,85,"Russian fencer, Olympic champion (1960, 1968, 1972)"
Alfons Dirnberger,80,Austrian footballer (national team)
Alfred Mayer,85,Austrian politician
Aliaksiej Skoblia,31,Belarusian soldier (Armed Forces of Ukraine)
Alton Morgan,89,"American politician, member of the Maine House of Representatives (1997–1999)"
Alvard Petrossyan,75,"Armenian writer, philologist and publicist"
Amina Mohamed Abdi,40,"Somali politician, MP (since 2012), bombing"
Amnon Shamosh,93,Israeli writer and poet
Andrea Danyluk,59,"American computer scientist, pancreatic cancer"
Andrei Kolesnikov,45,"Russian major general, killed in action"
Andrei Paliy,51,"Russian military officer, killed in combat"
Andrei Soluyanov,62,"Russian politician, deputy (1995–1999)"
Andrew Reddy,89,"Irish Olympic boxer (1952, 1960)"
Andrzej Bujakiewicz,82,Polish conductor and teacher
Andrzej Butra,60,Polish veterinarian and politician
Andrzej Cwojdziński,94,"Polish conductor, composer, and music teacher"
Andur Sahadevan,70,Indian journalist and film critic
Andy Geddes,62,"Scottish footballer (Dundee), cancer"
Andy Lochhead,81,"Scottish footballer (Burnley, Aston Villa, Leicester City)"
Andy Wickham,74,British record producer
Angela Crow,86,"British actress (Coronation Street, Grange Hill, Barney Is My Darling)"
Anil Joshiyara,68,"Indian politician, Gujarat MLA (since 1995), complications from COVID-19"
Anissa Hassouna,69,"Egyptian politician, MP (2016–2020), cancer"
Anita Doherty,73,"Bahamian athlete, educator and philanthropist"
Annah Faulkner,72,Australian novelist
Anne Beaumanoir,98,"French neurophysiologist, Resistance member during World War II, Righteous Among the Nations (1996)"
Anneli Sauli,89,"Finnish actress (Miriam, Doctor Sibelius, The Man Without a Past)"
Annerose Baier,75,German ice dancer
Annerose Schmidt,85,German classical pianist
Annie Flanders,82,American magazine publisher
Ansah Owusu,42,"English footballer (Raith Rovers, Bristol Rovers, Chelmsford City)"
Antonio Castro Leache,77,"Spanish politician, member of the Valencian Courts (1987–1999)"
Antonio Martino,79,"Italian politician, deputy (1994–2018), minister of foreign affairs (1994–1995) and defence (2001–2006)"
Antonio Nachura,80,"Filipino jurist, associate justice of the Supreme Court (2007–2011), solicitor general (2006–2007) and deputy (1998–2004)"
Antonios Naguib,87,"Egyptian Coptic Catholic cardinal, patriarch of Alexandria (2006–2013)"
Arcadio Poveda,91,Mexican astronomer
