Name,Age,Info
Abdelmalek Ali Messaoud,66,"Algerian footballer (USM Alger, USM Annaba, national team)"
Abderrahim Berrada,83,Moroccan lawyer and human rights activist
Abdinasir Haji Ahmed,67,"Somali cleric and Islamic preacher for Dawah, Assassinated by Al-Shabaab"
Abdizhamil Karimuly Nurpeisov,97,Kazakh writer and translator
Abdul Hai Baloch,76,"Pakistani politician, MNA (1970–1977), traffic collision"
Abdul Waheed,85,"Pakistani field hockey player, Olympic champion (1960)"
Abdullatief Barnes,80,South African cricketer (Transvaal)
Abhijatabhivamsa,54,"Burmese Buddhist monk, leukemia"
Abram Khasin,98,Russian chess international master and correspondence grandmaster
Abu Ibrahim al-Hashimi al-Qurashi,45,"Iraqi Islamic militant, leader of the Islamic State (since 2019), suicide by explosion"
Abune Antonios,94,"Eritrean Orthodox prelate, patriarch of the Eritrean Orthodox Tewahedo Church (2004–2006)"
Abuzed Omar Dorda,77,"Libyan politician, prime minister (1990–1994)"
Addai II Giwargis,74,"Iraqi Orthodox prelate, catholicos-patriarch of the Ancient Church of the East (since 1972)"
Adlene Harrison,98,"American politician, mayor of Dallas (1976)"
Adnan Abu Odeh,88,"Jordanian politician, minister of culture (1970–1972) and senator (1974–1982)"
Ahmad Zulkifli Lubis,50,Indonesian voice actor
Ahmed Mostafa,81,"Egyptian footballer (1964 Olympic team, Zamalek, national team)"
Al Autry,69,American baseball player (Atlanta Braves)
Alan Anderson,82,"Scottish footballer (Heart of Midlothian, Millwall, national team)"
Alan Brinn,81,English rugby union player
Alan J. Greiman,90,"American politician and jurist, member of the Illinois House of Representatives (1972–1987), heart failure"
Alberto Baillères,90,"Mexican businessman, chairman of Grupo BAL (since 1959)"
Alberto Lembo,77,"Italian politician, deputy (1994–2001)"
Alberto Sirlin,91,Argentine theoretical physicist
Aled Roberts,59,"Welsh politician, AM (2011–2016)"
Aleksander Omelyanchuk,74,Ukrainian physicist
Aleksandr Kashtanov,93,"Russian agronomist and politician, member of the Supreme Soviet of the Russian SFSR (1971–1980)"
Alex Ingram,77,"Scottish footballer (Queen's Park, Ayr United, Nottingham Forest), complications from dementia"
Alex Siebenhaar,94,Swiss Olympic rower (1952)
Alexander Brody,89,"Hungarian-American businessman, author, and marketing executive"
Alexander Savchenko,70,"Kazakh politician, senator (2008–2014)"
Alfred Sole,78,"American film director (Alice, Sweet Alice, Pandemonium) and production designer (Veronica Mars), suicide"
Alibaba Mammadov,93,"Azerbaijani singer, composer, and teacher"
Alice Moretti,100,"Swiss politician, member of the Grand Council of Ticino (1971–1987)"
Alicia Hermida,89,"Spanish actress (Maribel and the Strange Family, Black Humor, El bosque animado)"
Ally Mtoni,28,"Tanzanian footballer (Young Africans, Ruvu Shooting, national team)"
Alpheus Muheua,65,Namibian politician
Ambalang Ausalin,78,Filipino weaver
Amir Locke,22,"American musician, shot"
Amos Sawyer,76,"Liberian politician, interim president (1990–1994), cardiac arrest"
Américo Martín,84,"Venezuelan politician, deputy (1979–1984)"
Ana Carmen Macri,105,"Argentine politician, deputy (1952–1955)"
Ananda Prasad,94,Indian-born American biochemist
Anani Yavashev,89,"Bulgarian actor (Rio Adio, We Were Young)"
Anatoliy Turusin,82,"Russian politician, deputy (1990–1993), MP (1994–1999)"
Anatoly Zaytsev,82,"Russian politician, minister of railways (1996–1997)"
Andrei Sukhovetsky,47,"Russian general, shot"
Andrew Streitwieser,94,American chemist
Andrey Lopatov,64,"Russian basketball player, Olympic bronze medalist (1980)"
Andriy Ivashko,41,"Ukrainian soldier, shot"
Andrzej Rapacz,73,"Polish Olympic biathlete (1972, 1976)"
André Messelis,91,Belgian road racing cyclist
André Wilms,74,"French actor (Juha, La Vie de bohème, Life Is a Long Quiet River)"
Andrée Michel,101,French sociologist and activist
Andy Remic,50,"British author, cancer"
Angiolo Bandinelli,94,"Italian politician, deputy (1986–1987)"
Angélica Gorodischer,93,Argentine writer
Anish Khan,28,"Indian student activist, fall from building"
Ann Buchanan,80,British academic
Anna Karen,85,"South African-born English actress (EastEnders, On the Buses, Carry On), injuries sustained in a house fire"
Anne R. Kenney,72,American archivist
Anthony Appleyard,78,British scholar
Anthony J. Mercorella,94,"American politician, member of the New York State Assembly (1966–1972) and New York City Council (1973–1975)"
Anthony Stern,77,British experimental filmmaker and glass maker
Anthony Wood,96,British heraldic artist
Antoni Vadell Ferrer,49,"Spanish Roman Catholic prelate, auxiliary bishop of Barcelona (since 2017), pancreatic cancer"
Antonietta Stella,92,Italian operatic soprano
Antonio Miró,74,Spanish fashion designer
Antonio Seguí,88,Argentine cartoonist and painter
Arif Şentürk,81,Yugoslav-born Turkish folk singer
Arnaldo Arocha,85,"Venezuelan politician, deputy (1969–1974, 1984–1989) and twice governor of Miranda"
Arnaldo Jabor,81,"Brazilian film director (Pindorama, All Nudity Shall Be Punished, Tudo Bem), screenwriter and producer"
Arnoldo Granella,82,"Italian-French footballer (Le Havre AC, OGC Nice)"
Aron Pinczuk,82,Argentine-American physicist
Arthur Feuerstein,86,American chess player
Artur Albarran,69,"Portuguese journalist, leukaemia"
Asavadi Prakasarao,77,"Indian writer and poet, cardiac arrest"
Ashley Bryan,98,American children's author and illustrator (Freedom Over Me)
Askia Muhammad,76,American photojournalist and writer
Aurelio de la Vega,96,Cuban-American composer and educator
Avern Cohn,97,"American jurist, judge of the U.S. District Court for Eastern Michigan (since 1979)"
