Name,Age,Info
A. J. Kardar,75,"Pakistani film director, producer and screenwriter"
A. L. Barker,83,British author
Afaq Hussain,62,Pakistani cricketer
Agatha Barbara,78,Maltese politician
Aglaja Veteranyi,39,"Romanian-Swiss writer, suicide by drowning"
Ale Ahmad Suroor,90,Indian poet and critic
Andy Hansen,77,"American baseball player (New York Giants, Philadelphia Phillies)"
Angela du Maurier,97,English actress and novelist
Ani Pachen,68,"Tibetan freedom fighter, activist and author, known as Tibet's ""warrior nun"""
Annalee Whitmore Fadiman,85,"American screenwriter (Andy Hardy Meets Debutante, Babes in Arms) and World War II foreign correspondent, euthanasia"
Anthony Benjamin,70,English painter and sculptor
António Dembo,57,"Angolan anti-communist revolutionary, leader of UNITA, killed in action"
Arne Selmosson,70,Swedish football player and manager
Arthur Lyman,70,"American jazz vibraphone and marimba player (""Yellow Bird""), esophageal cancer"
Aykut Barka,50,"Turkish earth scientist, traffic collision"
Barbara May Cameron,47,American human rights activist
Barbara Valentin,61,"Austrian actress, cerebral hemorrhage"
Barry Foster,74,"British actor, heart attack"
Baxter Ward,82,American television news anchor and two-term member of Los Angeles County Board of Supervisors
Bernd Hartstein,54,"German Olympic sport shooter and trainer, leukemia"
Bert Head,85,English football player and manager
Bhagwan Dada,88,"Indian actor and film director, heart attack"
Bill Faul,61,"American baseball player (Detroit Tigers, Chicago Cubs, San Francisco Giants)"
Bill Harvey,82,English football player
Bill McElhiney,87,"American musician, band leader, and musical director, Alzheimer's disease"
Bob Wooler,76,"British disc jockey, known for introducing The Beatles to future manager, Brian Epstein"
Branko Stanković,80,Bosnian Serb footballer and manager
Broderick Thompson,41,"American gridiron football player (Kansas, San Diego Chargers), traffic collision"
Bud Olson,76,"Canadian politician, Lieutenant Governor of Alberta"
Byrne Piven,72,"American actor (Being John Malkovich, Miracle on 34th Street, Very Bad Things), lung cancer"
Carlos Aboim Inglez,72,"Portuguese communist intellectual, militant and politician"
Chet Clemens,84,American baseball player (Boston Bees/Braves)
Chuck Jones,89,"American animator, creator of Wile E. Coyote and the Road Runner, heart failure"
Claire Davenport,68,"English actress, kidney failure"
Claude Brown,64,American author (Manchild in the Promised Land)
Clint Alberta,32,"Canadian filmmaker, suicide by jumping"
Clive L. DuVal II,89,"American politician and lawyer, cancer"
Dan R. Tonkovich,55,American politician. (body discovered on this date)
Daniel Pearl,38,"American journalist, decapitation"
Dave Van Ronk,65,"American folk singer, and an important figure in New York City's Greenwich Village scene in the 1960s, colorectal cancer"
David Hawkins,88,American philosopher and historian of the Manhattan Project
Dennis Kelleher,83,Irish football player
Diane Hart,75,English actress and political campaigner
Dick Kleiner,80,American entertainment columnist and journalist
Domènec Balmanya,87,Spanish football midfielder and manager
Doug Cash,82,Australian politician
Duggie Reid,84,Scottish football player
Dykes Potter,91,American baseball player (Brooklyn Dodgers)
Ed Jucker,85,"American basketball coach (1961 and 1962 NCAA titles at Cincinnati) and baseball coach, prostate cancer"
Edmar Mednis,64,"American chess grandmaster, complications from pneumonia"
Edward Thomas Chapman,82,Welsh World War II British Army corporal and recipient of the Victoria Cross
Ehtesham,74,Bangladeshi and Pakistani film director
Eken Mine,66,Japanese voice actor
Eldon Rudd,81,American politician
Elisa Bridges,28,"American actress and model, Playboy magazine's Playmate of the Month for December 1994, drug overdose"
Elisabeth Mann Borgese,83,"German-Canadian environmentalist, political scientist and writer, pneumonia"
Esther Afua Ocloo,82,"Ghanaian entrepreneur and pioneer of microlending, pneumonia"
Eve Titus,79,American children's writer
Francisco Mora,79,"Mexican artist of the ""Mexican School"" of mural painters"
Frankie Crosetti,91,"American baseball player (New York Yankees) and coach (New York Yankees, Seattle Pilots, Minnesota Twins)"
Franz Elbern,91,German footballer
Fred Gehrke,83,American football player (Los Angeles Rams) and executive (Denver Broncos)
Frederick J. Clarke,86,US Army lieutenant General as Chief of Engineers
Fredric Steinkamp,73,"American film editor (Grand Prix, Tootsie, Out of Africa), Oscar winner (1967)"
Gabriel Mariano,73,Cape Verdean writer
Gaetano Stammati,93,Italian politician
Garry Weston,74,Canadian businessman (Associated British Foods)
Gene Cook,70,"American professional football player (Detroit Lions), minor league baseball executive and elected official in Toledo, Ohio"
Gene Ruggiero,91,American film editor
Geneviève de Gaulle-Anthonioz,81,French member of the resistance during WW II
George A. Kasem,82,"American politician (U.S. Representative for California's 25th congressional district), pneumonia"
George Bray,83,English footballer
George Eiferman,76,"American bodybuilder, won Mr.Universe in 1962"
George Nader,80,"American actor (Six Bridges to Cross, Lady Godiva of Coventry, Sins of Jezebel), cardiopulmonary failure"
Georges Beaucourt,89,French football player
Georges Vedel,91,French public law professor
Giannis Pathiakakis,48,"Greek football player, heart attack"
Giustino Durano,78,Italian actor (Life Is Beautiful)
Gonzalo Fernández de la Mora,77,Spanish essayist and politician
Gordon Matthews,65,"American inventor and businessman, considered the father of ""voice mail"", stroke"
Grietje de Jongh,77,Dutch Olympic sprinter
Grigory Okhay,85,Soviet MiG-15 flying ace during the Korean War
Grover Krantz,70,"American anthropologist and cryptozoologist, known as a Bigfoot researcher, pancreatic cancer"
Guy Stockwell,68,"American actor (Adventures in Paradise, Beau Geste, The Richard Boone Show), complications from diabetes"
Günter Wand,90,German orchestra conductor
Hans Paetsch,92,German actor
Harold Furth,72,"Austrian-American physicist and a leader in controlled fusion research, heart attack"
