Name,Age,Info
Albert Band,78,"American film director and film producer, frequently collaborated with John Huston"
Alexander Molodchy,81,Soviet long-range pilot during World War II
Alexander Vlasov,70,Soviet/Russian politician
Alfred Dregger,81,German politician and a leader of the Christian Democratic Union (CDU)
Alice Stewart,95,British physician and epidemiologist
Anatoly Akimov,54,Soviet Olympic water polo player (gold medal winner in water polo at the 1972 Summer Olympics)
Ann Henderson,60,Australian politician
Anselmo Sule,68,Chilean politician
Ante Mladinić,72,Croatian football manager
Antonio Oppes,85,Italian Olympic show jumping rider
Antony C. Sutton,77,"British-American writer, economist, and academic"
Arnold Brown,88,British General of the Salvation Army
Barbara G. Adams,57,"British egyptologist, cancer"
Barbara Goalen,81,British model
Basappa Danappa Jatti,89,"Indian politician and acting president of India (1977), kidney cancer"
Benjamin Ward,75,first African American New York City Police Commissioner
Berl Senofsky,76,"American classical violinist and teacher, lung disease"
Bernard Destremau,85,"French tennis player, diplomat and politician"
Bernard Longpré,65,Canadian director and animator
Bertrand Goldschmidt,89,"French chemist, nuclear physicist and diplomat"
Betty Winkler,88,American radio actor
Big Mello,33,"American rapper from Houston, Texas, traffic collision"
Bill Adair,89,"American baseball manager and coach (Milwaukee Braves, Atlanta Braves, Chicago White Sox, Montreal Expos)"
Bill Blass,79,"American fashion designer, esophageal cancer"
Bob Lackey,53,"American professional basketball player (Marquette University, New York Nets), cancer"
Boyd Bennett,77,"American rockabilly songwriter and singer (""Seventeen"", ""My Boy, Flat Top""), lung ailment"
Brian Woledge,97,English scholar of medieval French language and literature
Carlo Savina,82,Italian composer and conductor
Carlos Badion,66,"Filipino basketball player (basketball at the 1956 Summer Olympics, basketball at the 1960 Summer Olympics), heart attack"
Carlos Berlanga,42,"Spanish musician and painter, liver disease"
Carmelo Bernaola,72,Spanish composer and clarinetist
Cecil Hankins,80,American gridiron football player
Chang Cheh,79,"Hong Kong film director, pneumonia"
Charles Antrobus,69,"Governor-General of St. Vincent and the Grenadines, leukemia"
Charles Frederick Carter,82,British economist and academic administrator
Chico Xavier,92,"Brazilian spiritual medium and author, acute heart attack"
Cho Yoon-ok,62,South Korean football player and manager
Choi Hong-hi,83,"South Korean Army general and martial artist, purported ""father of Taekwon-Do"", cancer"
Claude Berge,76,French mathematician
Clifford Possum Tjapaltjarri,70,Australian painter
Conrad Hansen,95,German pianist and a piano teacher
Count Flemming of Rosenborg,80,Danish prince
Curtis Amy,74,American jazz saxophonist
Darryl Kile,33,"Major League Baseball player (Houston Astros, Colorado Rockies, St. Louis Cardinals), heart attack"
Dave Wilson,69,"American television director (Saturday Night Live), aortic aneurysm"
David O. Cooke,81,"American civil servant, Director of Administration and Management at the U.S. Department of Defense"
Dee Dee Ramone,50,"American musician, founding member of The Ramones, heroin overdose"
Dermot Walsh,77,"Irish actor (Richard the Lionheart, Sea of Sand, The Challenge)"
Derrek Dickey,51,"American basketball player and sportscaster (Cincinnati, Golden State Warriors, Chicago Bulls), heart attack"
